"League","Away Team","S","EX","EN","F","I","R","Score","Results","Home Team","S","EX","EN","F","I","R","Score","Results"
"MLB","Giants","33.0","26.0","50.0","34.0","48.0","38.0","3.0","L","Phillies","30.0","20.0","45.0","31.0","48.0","38.0","6.0","W"
"MLB","Royals","41.0","27.0","48.0","35.0","52.0","49.0","6.0","L","Orioles","33.0","22.0","48.0","29.0","50.0","38.0","11.0","W"
"MLB","Red Sox","33.0","23.0","51.0","35.0","50.0","36.0","5.0","W","Yankees","38.0","27.0","60.0","36.0","51.0","44.0","4.0","L"
"MLB","Mariners","34.0","24.0","45.0","30.0","51.0","37.0","9.0","W","Blue Jays","46.0","27.0","61.0","45.0","53.0","51.0","3.0","L"
"MLB","Braves","31.0","33.0","41.0","25.0","51.0","31.0","9.0","W","Marlins","33.0","26.0","43.0","28.0","51.0","34.0","2.0","L"
"MLB","Brewers","39.0","37.0","53.0","37.0","53.0","39.0","5.0","W","Rockies","40.0","24.0","49.0","32.0","52.0","41.0","2.0","L"
"MLB","Nationals","40.0","16.0","53.0","37.0","52.0","42.0","2.0","W","Diamondbacks","27.0","20.0","43.0","26.0","49.0","29.0","1.0","L"
"MLB","Twins","28.0","18.0","41.0","26.0","48.0","29.0","4.0","L","Angels","34.0","21.0","54.0","34.0","51.0","40.0","7.0","W"
"MLB","Cardinals","29.0","20.0","41.0","24.0","48.0","31.0","2.0","W","Padres","33.0","27.0","53.0","31.0","52.0","42.0","1.0","L"
"NHL","Jets","27.0","26.0","45.0","24.0","48.0","23.0","5.0","W","Predators","33.0","27.0","55.0","32.0","50.0","42.0","1.0","L"
"MLB","Phillies","34.0","26.0","48.0","34.0","52.0","33.0","4.0","L","Cardinals","37.0","29.0","47.0","34.0","52.0","39.0","12.0","W"
"MLB","Yankees","33.0","31.0","44.0","29.0","52.0","34.0","2.0","L","Royals","38.0","32.0","49.0","34.0","53.0","43.0","5.0","W"
"MLB","Rays","36.0","32.0","54.0","34.0","53.0","37.0","8.0","W","Angels","40.0","32.0","52.0","33.0","55.0","50.0","3.0","L"
"MLB","Tigers","38.0","34.0","55.0","32.0","54.0","40.0","4.0","L","Marlins","36.0","35.0","57.0","36.0","54.0","41.0","5.0","W"
"MLB","Rockies","36.0","34.0","53.0","37.0","53.0","38.0","6.0","W","Giants","37.0","36.0","53.0","38.0","52.0","42.0","1.0","L"
"NHL","Jets","34.0","44.0","46.0","28.0","54.0","32.0","2.0","L","Golden Knights","32.0","38.0","49.0","34.0","51.0","27.0","3.0","W"
"MLB","Rangers","39.0","32.0","52.0","35.0","53.0","38.0","2.0","L","White Sox","27.0","19.0","36.0","24.0","49.0","27.0","4.0","W"
"MLB","Rays","29.0","21.0","35.0","22.0","49.0","29.0","7.0","W","Angels","32.0","20.0","45.0","29.0","50.0","35.0","1.0","L"
"MLB","Tigers","33.0","38.0","40.0","28.0","52.0","36.0","3.0","W","Mariners","36.0","24.0","46.0","34.0","52.0","42.0","2.0","L"
"MLB","Rockies","29.0","36.0","45.0","28.0","49.0","27.0","5.0","W","Giants","31.0","29.0","52.0","30.0","51.0","32.0","3.0","L"
"NHL","Lightning","33.0","17.0","44.0","25.0","49.0","34.0","4.0","W","Capitals","34.0","19.0","50.0","29.0","51.0","41.0","2.0","L"
"MLB","Dodgers","35.0","28.0","49.0","32.0","53.0","37.0","7.0","W","Marlins","35.0","30.0","48.0","32.0","53.0","38.0","0.0","L"
"MLB","Padres","36.0","37.0","49.0","35.0","55.0","37.0","4.0","L","Pirates","33.0","31.0","51.0","32.0","54.0","37.0","5.0","W"
"MLB","Athletics","31.0","56.0","45.0","32.0","55.0","28.0","10.0","W","Blue Jays","36.0","40.0","51.0","33.0","57.0","39.0","5.0","L"
"MLB","Phillies","36.0","61.0","47.0","32.0","56.0","40.0","6.0","W","Cardinals","36.0","48.0","47.0","30.0","56.0","42.0","2.0","L"
"MLB","Rockies","35.0","28.0","47.0","36.0","51.0","32.0","0.0","L","Padres","39.0","24.0","53.0","41.0","52.0","39.0","4.0","W"
"MLB","White Sox","39.0","19.0","49.0","35.0","54.0","47.0","0.0","L","Pirates","48.0","28.0","59.0","44.0","57.0","58.0","7.0","W"
"MLB","Dodgers","39.0","21.0","59.0","42.0","52.0","43.0","2.0","L","Marlins","37.0","24.0","48.0","33.0","53.0","43.0","4.0","W"
"MLB","Indians","34.0","35.0","46.0","33.0","51.0","34.0","8.0","L","Tigers","36.0","25.0","46.0","36.0","52.0","35.0","9.0","W"
"MLB","Athletics","40.0","21.0","46.0","36.0","52.0","40.0","5.0","W","Red Sox","37.0","22.0","46.0","33.0","51.0","37.0","3.0","L"
"MLB","Blue Jays","44.0","27.0","43.0","33.0","54.0","44.0","2.0","L","Mets","37.0","24.0","50.0","43.0","52.0","39.0","12.0","W"
"MLB","Cubs","32.0","22.0","38.0","25.0","50.0","37.0","3.0","W","Braves","32.0","25.0","49.0","32.0","51.0","33.0","2.0","L"
"MLB","Cardinals","35.0","22.0","48.0","33.0","51.0","37.0","1.0","L","Twins","33.0","24.0","45.0","30.0","51.0","35.0","4.0","W"
"MLB","Rays","35.0","31.0","51.0","35.0","53.0","34.0","3.0","L","Athletics","36.0","33.0","55.0","38.0","54.0","39.0","7.0","W"
"MLB","Cubs","36.0","36.0","54.0","35.0","51.0","32.0","5.0","W","Mets","33.0","55.0","56.0","40.0","54.0","37.0","1.0","L"
"MLB","Pirates","30.0","33.0","38.0","23.0","52.0","33.0","8.0","L","Cardinals","36.0","35.0","52.0","29.0","54.0","42.0","10.0","W"
"MLB","Phillies","35.0","52.0","54.0","30.0","54.0","38.0","2.0","W","Dodgers","29.0","31.0","51.0","27.0","50.0","26.0","1.0","L"
"MLB","Nationals","36.0","26.0","46.0","33.0","52.0","35.0","2.0","L","Braves","40.0","29.0","49.0","38.0","53.0","41.0","4.0","W"
"MLB","Red Sox","33.0","43.0","51.0","37.0","53.0","38.0","2.0","L","Astros","44.0","32.0","50.0","34.0","55.0","50.0","4.0","W"
"MLB","Indians","43.0","30.0","52.0","35.0","54.0","46.0","9.0","W","Twins","31.0","24.0","47.0","31.0","49.0","30.0","8.0","L"
"MLB","Marlins","27.0","27.0","35.0","23.0","47.0","23.0","3.0","L","Padres","31.0","31.0","36.0","27.0","49.0","29.0","8.0","W"
"MLB","Rangers","45.0","27.0","49.0","38.0","56.0","50.0","1.0","L","Mariners","39.0","30.0","46.0","37.0","53.0","43.0","6.0","W"
"MLB","Nationals","38.0","30.0","50.0","36.0","52.0","38.0","3.0","W","Orioles","45.0","45.0","57.0","40.0","57.0","49.0","2.0","L"
"MLB","Astros","48.0","34.0","63.0","47.0","58.0","54.0","5.0","L","Yankees","47.0","32.0","62.0","41.0","54.0","53.0","6.0","W"
"MLB","Cubs","45.0","23.0","52.0","38.0","52.0","49.0","8.0","W","Pirates","33.0","19.0","47.0","33.0","49.0","35.0","6.0","L"
"MLB","Angels","36.0","27.0","45.0","32.0","52.0","35.0","9.0","W","Tigers","45.0","31.0","53.0","40.0","54.0","45.0","2.0","L"
"MLB","Mets","38.0","32.0","49.0","32.0","52.0","40.0","6.0","L","Braves","34.0","35.0","40.0","28.0","53.0","35.0","7.0","W"
"MLB","Cardinals","36.0","41.0","50.0","36.0","54.0","41.0","6.0","W","Brewers","41.0","44.0","53.0","39.0","56.0","49.0","1.0","L"
"MLB","Twins","36.0","30.0","54.0","37.0","52.0","38.0","1.0","L","Royals","34.0","35.0","50.0","32.0","52.0","37.0","2.0","W"
"MLB","Giants","33.0","36.0","47.0","32.0","51.0","34.0","4.0","L","Rockies","37.0","31.0","52.0","35.0","52.0","41.0","11.0","W"
"MLB","Reds","35.0","29.0","46.0","32.0","52.0","33.0","2.0","L","Diamondbacks","37.0","27.0","49.0","34.0","53.0","39.0","5.0","W"
"MLB","Rays","35.0","24.0","42.0","28.0","53.0","36.0","4.0","W","Athletics","37.0","28.0","51.0","33.0","54.0","41.0","3.0","L"
"MLB","Yankees","39.0","30.0","50.0","36.0","53.0","39.0","4.0","W","Orioles","35.0","20.0","50.0","35.0","53.0","40.0","1.0","L"
"MLB","Cubs","31.0","21.0","51.0","36.0","51.0","32.0","7.0","W","Mets","32.0","28.0","47.0","37.0","53.0","32.0","4.0","L"
"MLB","Blue Jays","32.0","24.0","51.0","40.0","53.0","33.0","2.0","L","Tigers","34.0","25.0","50.0","34.0","52.0","39.0","5.0","W"
"MLB","Nationals","32.0","30.0","58.0","31.0","52.0","30.0","0.0","L","Braves","35.0","34.0","51.0","33.0","54.0","41.0","4.0","W"
"MLB","Indians","32.0","29.0","54.0","31.0","54.0","37.0","4.0","L","Twins","32.0","32.0","54.0","31.0","52.0","35.0","7.0","W"
"MLB","Red Sox","37.0","27.0","48.0","34.0","52.0","38.0","3.0","L","Astros","32.0","29.0","39.0","27.0","51.0","31.0","7.0","W"
"MLB","Brewers","33.0","34.0","42.0","33.0","51.0","31.0","3.0","L","White Sox","35.0","29.0","49.0","36.0","53.0","34.0","8.0","W"
"MLB","Athletics","29.0","29.0","45.0","35.0","50.0","26.0","16.0","W","Royals","32.0","34.0","45.0","27.0","52.0","34.0","0.0","L"
"MLB","Pirates","33.0","34.0","45.0","32.0","52.0","38.0","4.0","W","Cardinals","39.0","31.0","47.0","34.0","55.0","47.0","0.0","L"
"MLB","Dodgers","33.0","31.0","45.0","37.0","53.0","36.0","11.0","W","Rockies","35.0","32.0","47.0","34.0","52.0","37.0","8.0","L"
"MLB","Phillies","34.0","17.0","51.0","31.0","50.0","32.0","6.0","L","Pirates","41.0","17.0","59.0","42.0","52.0","43.0","3.0","L"
"MLB","Cubs","32.0","19.0","43.0","26.0","51.0","31.0","2.0","L","Red Sox","36.0","20.0","51.0","35.0","51.0","37.0","4.0","W"
"MLB","Cardinals","28.0","18.0","51.0","27.0","49.0","27.0","5.0","W","Blue Jays","42.0","25.0","51.0","31.0","54.0","51.0","3.0","L"
"MLB","Yankees","27.0","21.0","44.0","25.0","49.0","28.0","5.0","W","Braves","30.0","24.0","52.0","29.0","51.0","35.0","1.0","L"
"MLB","Reds","36.0","32.0","54.0","36.0","52.0","32.0","5.0","L","Rangers","36.0","21.0","50.0","33.0","53.0","36.0","6.0","W"
"MLB","Indians","32.0","23.0","51.0","33.0","53.0","30.0","0.0","L","Diamondbacks","35.0","22.0","40.0","36.0","54.0","39.0","7.0","W"
"NHL","Panthers","31.0","31.0","48.0","25.0","53.0","28.0","3.0","W","Islanders","33.0","19.0","39.0","29.0","53.0","37.0","0.0","L"
"MLB","Capitals","39.0","18.0","50.0","37.0","54.0","42.0","4.0","W","Rangers","34.0","22.0","39.0","38.0","54.0","39.0","2.0","L"
"MLB","Red Wings","38.0","20.0","37.0","42.0","54.0","38.0","2.0","L","Canadiens","42.0","18.0","35.0","40.0","54.0","49.0","4.0","W"
"MLB","Giants","38.0","32.0","51.0","35.0","53.0","37.0","9.0","W","Braves","39.0","31.0","45.0","34.0","54.0","41.0","4.0","L"
"MLB","Red Sox","38.0","29.0","49.0","40.0","52.0","38.0","5.0","W","Rangers","37.0","33.0","47.0","39.0","51.0","37.0","1.0","L"
"MLB","Twins","44.0","29.0","54.0","44.0","52.0","47.0","6.0","W","White Sox","41.0","33.0","57.0","41.0","53.0","45.0","4.0","L"
"MLB","Pirates","42.0","34.0","56.0","39.0","52.0","48.0","6.0","W","Brewers","36.0","28.0","45.0","33.0","52.0","34.0","4.0","L"
"MLB","Tigers","34.0","27.0","44.0","30.0","52.0","31.0","2.0","L","Royals","34.0","30.0","48.0","33.0","53.0","31.0","4.0","W"
"MLB","Phillies","37.0","36.0","45.0","32.0","52.0","35.0","3.0","L","Nationals","34.0","20.0","49.0","30.0","52.0","33.0","7.0","W"
"MLB","Indians","34.0","23.0","50.0","32.0","53.0","35.0","6.0","L","Yankees","44.0","21.0","52.0","37.0","61.0","46.0","7.0","W"
"MLB","Blue Jays","42.0","23.0","59.0","44.0","51.0","44.0","2.0","L","Rays","44.0","19.0","61.0","48.0","53.0","45.0","6.0","W"
"MLB","Rockies","50.0","20.0","67.0","53.0","52.0","51.0","8.0","W","Mets","37.0","32.0","46.0","34.0","53.0","35.0","7.0","W"
"MLB","Marlins","35.0","28.0","44.0","30.0","52.0","31.0","1.0","L","Reds","35.0","27.0","45.0","32.0","52.0","36.0","4.0","W"
"MLB","Brewers","34.0","27.0","44.0","31.0","52.0","31.0","7.0","W","Padres","33.0","24.0","47.0","32.0","53.0","32.0","3.0","L"
"NHL","Jets","38.0","26.0","50.0","35.0","53.0","39.0","3.0","W","Maple Leafs","36.0","28.0","52.0","35.0","54.0","37.0","1.0","L"
"NHL","Wild","35.0","24.0","51.0","34.0","53.0","40.0","1.0","L","Stars","49.0","27.0","68.0","59.0","57.0","55.0","4.0","W"
"NHL","Blues","47.0","21.0","71.0","54.0","57.0","53.0","0.0","L","Coyotes","49.0","29.0","59.0","44.0","58.0","55.0","6.0","W"
"NHL","Oilers","41.0","24.0","59.0","39.0","54.0","47.0","2.0","L","Flames","35.0","28.0","46.0","31.0","53.0","35.0","3.0","W"
"MLB","Red Sox","45.0","23.0","58.0","45.0","53.0","41.0","3.0","W","Rays","39.0","22.0","50.0","34.0","53.0","39.0","2.0","L"
"MLB","Twins","44.0","23.0","55.0","38.0","53.0","46.0","6.0","W","Orioles","39.0","25.0","55.0","41.0","54.0","43.0","2.0","L"
"MLB","Phillies","34.0","24.0","49.0","34.0","51.0","36.0","2.0","L","Braves","28.0","24.0","38.0","22.0","48.0","28.0","15.0","W"
"MLB","White Sox","27.0","23.0","39.0","22.0","48.0","27.0","4.0","W","Royals","28.0","23.0","40.0","22.0","48.0","29.0","3.0","L"
"MLB","Rockies","28.0","25.0","40.0","21.0","49.0","27.0","2.0","W","Diamondbacks","31.0","27.0","45.0","25.0","51.0","36.0","1.0","L"
"MLB","Rangers","38.0","32.0","50.0","34.0","52.0","37.0","8.0","W","Indians","37.0","23.0","49.0","37.0","52.0","45.0","6.0","L"
"MLB","Pirates","34.0","24.0","52.0","38.0","53.0","35.0","4.0","L","Nationals","33.0","22.0","51.0","36.0","52.0","36.0","12.0","W"
"MLB","Brewers","33.0","23.0","51.0","33.0","51.0","36.0","7.0","W","Reds","32.0","23.0","49.0","37.0","52.0","31.0","6.0","L"
"MLB","Rays","27.0","23.0","44.0","26.0","50.0","23.0","1.0","L","Tigers","31.0","27.0","46.0","26.0","52.0","28.0","2.0","W"
"MLB","Braves","29.0","26.0","45.0","28.0","51.0","23.0","3.0","W","Mets","34.0","34.0","40.0","29.0","55.0","31.0","2.0","L"
"MLB","Phillies","38.0","34.0","46.0","34.0","52.0","38.0","1.0","L","Marlins","37.0","40.0","40.0","27.0","52.0","40.0","2.0","W"
"MLB","Royals","35.0","29.0","44.0","34.0","51.0","35.0","7.0","W","Red Sox","38.0","24.0","44.0","35.0","52.0","36.0","6.0","L"
"MLB","Rockies","37.0","31.0","44.0","32.0","53.0","38.0","3.0","W","Cubs","41.0","28.0","48.0","32.0","56.0","45.0","1.0","L"
"MLB","Yankees","38.0","54.0","41.0","31.0","55.0","39.0","4.0","W","Astros","35.0","37.0","43.0","35.0","53.0","37.0","0.0","L"
"MLB","Blue Jays","33.0","46.0","53.0","40.0","52.0","31.0","7.0","W","Twins","40.0","21.0","47.0","33.0","55.0","45.0","4.0","L"
"MLB","Pirates","38.0","26.0","49.0","36.0","52.0","33.0","1.0","L","Nationals","35.0","31.0","45.0","32.0","52.0","31.0","3.0","W"
"MLB","Braves","35.0","29.0","45.0","37.0","51.0","33.0","11.0","W","Mets","36.0","35.0","46.0","36.0","54.0","34.0","0.0","L"
"MLB","Yankees","36.0","45.0","48.0","30.0","54.0","39.0","6.0","W","Astros","41.0","31.0","53.0","36.0","57.0","46.0","5.0","L"
"MLB","Tigers","40.0","30.0","48.0","36.0","56.0","42.0","6.0","L","Royals","34.0","27.0","45.0","32.0","52.0","32.0","10.0","W"
"MLB","Dodgers","33.0","34.0","48.0","33.0","51.0","30.0","5.0","W","Diamondbacks","38.0","28.0","49.0","37.0","52.0","38.0","2.0","L"
"MLB","Blue Jays","39.0","33.0","48.0","35.0","53.0","37.0","13.0","W","Indians","45.0","21.0","53.0","37.0","55.0","53.0","11.0","L"
"MLB","Red Sox","46.0","39.0","54.0","37.0","56.0","54.0","5.0","L","Rangers","46.0","31.0","51.0","35.0","60.0","56.0","11.0","W"
"MLB","Twins","40.0","23.0","58.0","38.0","56.0","50.0","5.0","L","White Sox","39.0","40.0","50.0","36.0","54.0","40.0","6.0","W"
"MLB","Orioles","42.0","26.0","51.0","36.0","54.0","44.0","3.0","L","Angels","32.0","27.0","44.0","30.0","52.0","33.0","12.0","W"
"MLB","Athletics","33.0","34.0","37.0","25.0","50.0","24.0","1.0","L","Mariners","30.0","27.0","45.0","26.0","48.0","28.0","4.0","W"
"MLB","Angels","35.0","23.0","48.0","35.0","51.0","32.0","1.0","L","Cubs","36.0","26.0","45.0","36.0","52.0","35.0","6.0","W"
"MLB","Mariners","35.0","28.0","44.0","31.0","52.0","37.0","7.0","L","Giants","37.0","32.0","44.0","37.0","53.0","44.0","10.0","W"
"MLB","Athletics","39.0","29.0","42.0","30.0","53.0","42.0","2.0","W","Brewers","39.0","35.0","45.0","38.0","54.0","48.0","0.0","L"
"MLB","Indians","34.0","27.0","46.0","34.0","53.0","36.0","8.0","W","Rockies","35.0","28.0","48.0","33.0","53.0","40.0","5.0","L"
"MLB","White Sox","36.0","32.0","37.0","31.0","55.0","41.0","0.0","L","Padres","40.0","31.0","41.0","37.0","58.0","52.0","2.0","W"
"MLB","Yankees","34.0","26.0","47.0","31.0","52.0","33.0","1.0","L","Braves","35.0","29.0","42.0","35.0","52.0","37.0","3.0","W"
"MLB","Cardinals","31.0","30.0","43.0","34.0","51.0","30.0","2.0","L","Astros","37.0","33.0","44.0","33.0","52.0","41.0","4.0","W"
"MLB","Rangers","33.0","26.0","47.0","33.0","51.0","33.0","3.0","L","Reds","37.0","29.0","53.0","35.0","54.0","42.0","6.0","W"
"NHL","Flames","33.0","31.0","55.0","31.0","52.0","31.0","2.0","W","Senators","35.0","32.0","41.0","43.0","53.0","38.0","1.0","L"
"NHL","Wild","33.0","25.0","44.0","31.0","51.0","32.0","5.0","W","Canucks","34.0","28.0","48.0","36.0","53.0","36.0","2.0","L"
"NHL","Jets","36.0","40.0","50.0","38.0","52.0","31.0","3.0","W","Hurricanes","37.0","16.0","51.0","36.0","53.0","34.0","2.0","L"
"NHL","Blue Jackets","40.0","22.0","52.0","42.0","53.0","38.0","4.0","W","Sharks","41.0","42.0","50.0","42.0","54.0","42.0","2.0","L"
"MLB","Mariners","41.0","14.0","57.0","39.0","54.0","43.0","10.0","W","Rangers","35.0","16.0","52.0","35.0","54.0","38.0","7.0","L"
"MLB","Royals","31.0","17.0","58.0","31.0","53.0","30.0","10.0","W","Reds","37.0","20.0","53.0","39.0","54.0","40.0","3.0","L"
"MLB","Cubs","35.0","22.0","57.0","40.0","54.0","35.0","0.0","L","Diamondbacks","35.0","21.0","50.0","37.0","54.0","39.0","2.0","W"
"NHL","Predators","33.0","23.0","45.0","35.0","52.0","30.0","4.0","W","Avalanche","35.0","26.0","44.0","35.0","53.0","34.0","3.0","L"
"NHL","Flyers","31.0","26.0","46.0","32.0","53.0","31.0","1.0","L","Panthers","34.0","27.0","41.0","33.0","53.0","34.0","4.0","W"
"NHL","Blackhawks","31.0","25.0","36.0","34.0","53.0","31.0","3.0","L","Ducks","39.0","30.0","45.0","38.0","54.0","41.0","6.0","W"
"NHL","Golden Knights","37.0","29.0","44.0","37.0","54.0","39.0","3.0","W","Devils","40.0","28.0","46.0","39.0","55.0","46.0","2.0","L"
"NHL","Red Wings","30.0","26.0","44.0","34.0","53.0","30.0","1.0","L","Wild","36.0","28.0","44.0","36.0","54.0","39.0","4.0","W"
"NHL","Blue Jackets","36.0","28.0","45.0","33.0","52.0","34.0","5.0","W","Bruins","34.0","29.0","52.0","38.0","52.0","34.0","4.0","L"
"NHL","Predators","32.0","24.0","41.0","29.0","51.0","30.0","4.0","W","Sabres","33.0","26.0","45.0","36.0","51.0","34.0","0.0","L"
"NHL","Panthers","30.0","24.0","39.0","31.0","51.0","30.0","2.0","W","Canadiens","32.0","22.0","49.0","36.0","52.0","34.0","0.0","L"
"NHL","Kings","38.0","28.0","48.0","38.0","52.0","39.0","4.0","W","Wild","33.0","25.0","43.0","39.0","51.0","38.0","3.0","L"
"NHL","Flames","32.0","25.0","53.0","40.0","51.0","31.0","2.0","L","Coyotes","32.0","27.0","40.0","29.0","49.0","35.0","5.0","W"
"MLB","Indians","35.0","29.0","53.0","37.0","52.0","35.0","5.0","W","Giants","44.0","21.0","58.0","38.0","53.0","47.0","4.0","L"
"MLB","White Sox","32.0","21.0","51.0","33.0","52.0","36.0","15.0","W","Diamondbacks","34.0","23.0","52.0","36.0","52.0","41.0","2.0","L"
"MLB","Cubs","31.0","27.0","49.0","28.0","52.0","37.0","5.0","W","Reds","33.0","35.0","59.0","32.0","52.0","38.0","4.0","L"
"MLB","Rockies","34.0","24.0","46.0","33.0","51.0","34.0","5.0","W","Rangers","35.0","26.0","50.0","35.0","53.0","40.0","1.0","L"
"MLB","Mariners","31.0","23.0","46.0","30.0","50.0","33.0","4.0","L","Angels","34.0","20.0","53.0","36.0","54.0","40.0","8.0","W"
"MLB","Rangers","35.0","28.0","51.0","36.0","53.0","35.0","5.0","L","Indians","36.0","25.0","51.0","38.0","53.0","38.0","7.0","W"
"MLB","Rockies","34.0","26.0","49.0","35.0","52.0","34.0","2.0","L","Cubs","35.0","28.0","48.0","34.0","52.0","34.0","3.0","W"
"MLB","Pirates","35.0","27.0","53.0","39.0","53.0","37.0","2.0","L","Nationals","33.0","36.0","44.0","33.0","54.0","32.0","3.0","W"
"MLB","Royals","29.0","64.0","36.0","21.0","51.0","22.0","6.0","L","Red Sox","32.0","46.0","39.0","26.0","52.0","30.0","10.0","W"
"MLB","Brewers","39.0","43.0","46.0","32.0","52.0","39.0","6.0","W","Reds","38.0","33.0","45.0","30.0","54.0","41.0","5.0","L"
"MLB","Phillies","34.0","44.0","44.0","33.0","52.0","32.0","4.0","L","Marlins","31.0","27.0","41.0","27.0","52.0","32.0","8.0","W"
"MLB","Rays","36.0","15.0","47.0","31.0","53.0","40.0","3.0","W","Tigers","37.0","16.0","51.0","37.0","53.0","41.0","2.0","L"
"MLB","Blue Jays","33.0","17.0","48.0","32.0","53.0","31.0","7.0","W","Twins","33.0","25.0","50.0","32.0","53.0","31.0","5.0","L"
"MLB","Yankees","34.0","22.0","42.0","32.0","54.0","26.0","1.0","L","Astros","39.0","22.0","56.0","34.0","53.0","47.0","2.0","W"
"MLB","Dodgers","37.0","24.0","49.0","35.0","54.0","39.0","5.0","L","Diamondbacks","37.0","26.0","62.0","39.0","54.0","45.0","8.0","W"
"MLB","White Sox","35.0","27.0","44.0","32.0","52.0","32.0","0.0","L","Twins","32.0","32.0","41.0","30.0","53.0","30.0","4.0","W"
"MLB","Angels","35.0","34.0","47.0","33.0","54.0","35.0","7.0","W","Royals","39.0","26.0","48.0","36.0","52.0","39.0","1.0","L"
"MLB","Giants","37.0","28.0","44.0","36.0","52.0","35.0","7.0","W","Padres","35.0","27.0","42.0","28.0","52.0","33.0","0.0","L"
"NHL","Maple Leafs","29.0","30.0","39.0","25.0","52.0","26.0","1.0","L","Bruins","26.0","26.0","37.0","21.0","51.0","25.0","5.0","W"
"NHL","Blue Jackets","29.0","25.0","33.0","22.0","51.0","28.0","4.0","W","Capitals","32.0","28.0","40.0","26.0","53.0","36.0","3.0","L"
"MLB","Pirates","40.0","32.0","47.0","35.0","53.0","36.0","6.0","W","Cubs","34.0","29.0","43.0","34.0","53.0","33.0","1.0","L"
"MLB","Tigers","37.0","24.0","42.0","33.0","54.0","39.0","3.0","L","Indians","40.0","25.0","48.0","37.0","54.0","40.0","9.0","W"
"MLB","Cardinals","48.0","25.0","49.0","41.0","57.0","59.0","13.0","W","Reds","45.0","29.0","49.0","40.0","57.0","52.0","4.0","L"
"MLB","Rockies","47.0","32.0","62.0","52.0","58.0","52.0","5.0","W","Nationals","42.0","25.0","50.0","39.0","52.0","43.0","1.0","L"
"MLB","Yankees","43.0","28.0","41.0","32.0","53.0","46.0","3.0","L","Red Sox","36.0","34.0","36.0","33.0","56.0","40.0","6.0","W"
"MLB","White Sox","36.0","49.0","47.0","35.0","53.0","35.0","1.0","L","Athletics","41.0","29.0","55.0","42.0","54.0","44.0","8.0","W"
"NHL","Bruins","37.0","18.0","54.0","36.0","51.0","40.0","2.0","L","Maple Leafs","38.0","15.0","50.0","35.0","53.0","38.0","4.0","W"
"NHL","Lightning","31.0","16.0","44.0","24.0","49.0","34.0","2.0","L","Devils","32.0","18.0","44.0","27.0","50.0","33.0","5.0","W"
"NHL","Predators","27.0","20.0","36.0","20.0","49.0","24.0","3.0","L","Avalanche","30.0","21.0","46.0","30.0","50.0","32.0","5.0","W"
"NHL","Ducks","24.0","23.0","37.0","17.0","48.0","32.0","1.0","L","Sharks","30.0","25.0","54.0","35.0","50.0","34.0","8.0","W"
"MLB","Rockies","34.0","34.0","48.0","37.0","52.0","31.0","6.0","W","Pirates","38.0","16.0","51.0","38.0","53.0","32.0","2.0","L"
"MLB","Nationals","33.0","25.0","43.0","26.0","52.0","30.0","8.0","W","Mets","36.0","26.0","44.0","31.0","53.0","34.0","6.0","L"
"MLB","Phillies","32.0","23.0","35.0","25.0","52.0","28.0","1.0","L","Braves","33.0","26.0","44.0","30.0","53.0","31.0","2.0","W"
"MLB","Reds","33.0","25.0","41.0","26.0","53.0","29.0","10.0","W","Brewers","37.0","27.0","52.0","38.0","54.0","36.0","4.0","L"
"MLB","Orioles","35.0","29.0","46.0","32.0","52.0","34.0","1.0","L","Athletics","33.0","30.0","43.0","29.0","52.0","34.0","2.0","W"
"MLB","Marlins","31.0","38.0","40.0","25.0","50.0","29.0","8.0","W","Reds","35.0","25.0","46.0","31.0","52.0","37.0","5.0","L"
"MLB","Astros","41.0","28.0","51.0","36.0","53.0","43.0","1.0","L","Diamondbacks","41.0","35.0","51.0","35.0","52.0","43.0","3.0","W"
"MLB","Dodgers","27.0","20.0","45.0","30.0","49.0","25.0","0.0","L","Padres","37.0","18.0","49.0","33.0","53.0","43.0","3.0","W"
"MLB","Angels","30.0","21.0","51.0","32.0","49.0","31.0","8.0","W","Mariners","33.0","26.0","51.0","32.0","52.0","40.0","2.0","L"
"MLB","Cubs","35.0","28.0","46.0","34.0","52.0","34.0","3.0","L","Cardinals","43.0","27.0","54.0","40.0","53.0","43.0","4.0","W"
"NHL","Golden Knights","31.0","25.0","40.0","28.0","52.0","30.0","3.0","W","Sharks","35.0","33.0","43.0","30.0","53.0","34.0","0.0","L"
"NBA","Rockets","35.0","33.0","47.0","31.0","52.0","35.0","100.0","W","Jazz","34.0","25.0","44.0","30.0","52.0","35.0","87.0","L"
"MLB","Braves","35.0","33.0","46.0","33.0","52.0","33.0","4.0","L","Reds","34.0","28.0","43.0","34.0","53.0","33.0","10.0","W"
"MLB","Twins","37.0","32.0","50.0","33.0","54.0","40.0","1.0","L","Yankees","38.0","35.0","53.0","35.0","54.0","44.0","14.0","W"
"MLB","Indians","41.0","36.0","49.0","32.0","56.0","50.0","2.0","W","Orioles","36.0","30.0","44.0","31.0","53.0","36.0","1.0","L"
"MLB","Athletics","37.0","34.0","48.0","33.0","54.0","39.0","9.0","W","Rangers","40.0","35.0","53.0","33.0","53.0","44.0","4.0","L"
"MLB","Mariners","36.0","36.0","56.0","40.0","55.0","38.0","4.0","L","White Sox","42.0","40.0","55.0","34.0","55.0","46.0","10.0","W"
